writer_SubjectID,Story_No,Story_Content
96,145,"Wife is texting her husband about an addition to the house that they were having completed soon and she wants some specifics. She tells him what size she was thinking. He texts back that she is constantly changing her mind and wants 'more more more'. She doesn't understand what is happening and why he is saying this. Apparently she had forgotten about a previous discussion where they agreed on the size. She gets frustrated and asks him to remind her of the conversation. Instead, he gets frustrated and decides to ignore her for the rest of the day. She feels like he could simply just tell her and there wouldn't be an issue anymore especially since they had previously agreed on it. He feels like she obviously doesn't care to listen to him if the conversation was forgotten."
139,146,"It was our 10 wedding anniversary. I had cooked a somewhat special supper, but we weren't going out because we had 3 kids, and we just don't do that kind of thing. He had called from work and mentioned he and another man were going to visit a couple from church to ask them why they weren't attending anymore. I fed the kids, no husband. I bathed the kids, no husband. I watched some tv shows with the kids, no husband. That was before we had cell phones, though some people did. I worried about an accident. I put the kids to bed. I sat on the couch and read my Bible and felt sadder and sadder. He finally came home around 10:30, discouraged by his meeting. He didn't want to eat. He didn't want to talk. He didn't even remember it was our anniversary. No card or anything. I think a few days later his mom called and asked what he did for our anniversary and only then did he realize he had forgotten.  I think he was mad at me that I didn't mention it. It took me a long time to get over that."
59,147,"My wife is yelling at me because I didn't agree with her method for storing coins. She is on the right side of the observer's view and I am on the left. My daughter is on the left foreground of the scene. There is a binder containing a large number of coins, some coins in baggies and coin holding pages on the table as well. My wife is very angry, I am seemingly calm and my daughter is crying slightly staring at my wife. In my opinion she is going overboard with the saving of the coins but I state I am willing to do it and she is yelling at me because I should be willing to do it without grumbling. I state I am not grumbling just disagreeing but lord that ain't good enough. "
14,148,"E was taking me to the compassion center for my medicine. I'm very nervous in vehicles, on the road, and someone started coming off the exit and I flinched thinking we were going to get hit, and said something in surprise, not sure what I said. He got angry because I got upset, and yelled back at me, which hurt my feelings. I told him I couldn't help it, and I don't like being afraid of things and acting like an idiot. I just stayed quiet the rest of the ride until we got to the compassion center, thinking that I know when I yelled it scared him, and that's why he reacted the way he did. But it still hurt."
206,149,L is at home waiting for T to return. He always says one thing but doesn't seem to follow through. Once again it is 2am and T is still not home from being out with his friends. He said he would be back before midnight. L feels hurt that he can't even take time to call her to let he know he will be late. She feels this would just be a common courtesy. T gets home and doesn't understand what the big deal is. He's home isn't he. She tells him how she worries and would just like a phone call. He pacifies her by saying he will next time. It doesn't see that sincere but L goes along with it as she doesn't want to fight with T.
49,150,"We were on vacation at Hampton Beach, NH, with a group of friends. One male member of the group invited us all, as a group, to take a walk at nighttime. We all agreed, and went for the walk. Later that night, I asked my wife to take a walk with just me, and she refused. She said that it was too dangerous to walk, but I felt that she really meant that J, the male mentioned earlier, would not be along. I felt hurt that she felt safe with him, but not me. We argued about this, she denied it, but still refused to go on the walk with me. J, of course,  had no feelings for her, but I felt that my wife did have feelings for him. "
64,151,"My wife is a recovering alcoholic. April of 2020, about 3 weeks before she quit drinking, she and I had a huge argument regarding her drinking and the path she was taking in her life. I can still remember the rage in her face as she was screaming at me that she didn't have a problem; that I was the one with the problem for not loving her through thick and thin. This argument occurred in our living room and moved to the bedroom. Pure, unadulterated rage was spewed from both of us, as we both were yelling at the other person to see things from our respective perspectives. I remember her telling me to quit butting in on her life as she went to bed, and me telling her that we've been together for 16 years and I'll be damned if I'm not going to be there for her and to tell her my opinion."
155,152,"I'm sitting in bed and my husband asks me to take the dog out before we go to sleep, which is usually his job. He says he always has to do the tasks the dogs don't like, which isn't fair. I get angry and remind him that I do far more than him to take care of the dogs and shouldn't have to do his only task also."
15,153,"I had worked diligently to plan an anniversary party for my parents 50th celebration. I made reservations at a restaurant that allowed me to decorate a secluded room. My sisters and I were there and my husband was driving my mother in law to the party. Being the drama queen my mother in law is, she feigned sickness once she arrived. This forced my husband to leave the party and drive her an hour to get back home. This infuriated me because I knew she was acting and he was just giving into to her whim for attention. He missed the entire meal and she asked us to bring her cheeseburgers on the way home."
21,154,"She's not talking to me. I'm doing all of the talking. Kids don't know what's going on. She says something to the kids, but doesn't interact with me. My heart is pounding and I don't know if I should ask or say something to her, but I do notice that she's ignoring me. I know she wasn't happy with what happened."
40,155,"I am in bed. My partner is in bed next to me, restless. He keeps moving around, trying to not disturb me. He gets up twice, leaves the room, comes back after a few moments, gets back into bed. I keep reading, waiting for him to say something. He kicks blankets, he shifts around, he adjusts pillows. There's another trip out of bed and I'm still reading, but watching him without staring. He's gone longer, then finally comes back. Gets back into bed, laying on his back. One arm over his eyes, the other on the bed next to me. I shift slightly, still reading, and he reaches his hand out to rest it next to me. I keep reading, waiting, and finally he sighs, then tells me what's on his mind. He hates the term partner and doesn't want the responsibility of being one. "
187,156,I am standing in our bedroom and my husband is standing across from me. We are talking and it is getting more heated. I want to sit on the bed so I can try to relax. He keeps standing up. We go back and forth arguing and he said some rude things about me. It makes me feel sad and depressed.
34,157,"I am sitting on the sofa putting my gym shoes on and lacing them.  My wife has already helped her 85 year old mother with her walker to the car in the garage.  I hear her coming back down the hallway and she yells ""Aren't you ready yet, you're getting so slow!"" Tears form in my eyes, yes, since my knee replacement surgery I'm definitely getting slower and older."
131,158,My husband loves his family. I like his family but do not love or trust them. They always ask him for money. The time they asked to BORROW money upset me when he LOANED the money because I knew they would not pay it back and we would take a loss. It was a large sum in my opinion and he told me he loaned the money after he did it. He did not discuss it with me and it really made me mad. Of course I was right and here we are still waiting to be paid back! He promised me he would never do that again without talking to me first. I let him know that we will NEVER loan or GIVE money to his family again. 
79,159,"I was surprised that my wife was so angry. We were just sitting in the living room, watching TV and reading the newspaper, when she became upset. She said she was still angry and hurt that I had gone on my last SCUBA diving trip. This has been an ongoing issue - in that if I plan a trip, it seems like no matter when I tell I'm thinking about it, she will accuse me of hiding the fact from her. In this case, I had very specifically not made any plans until I had discussed it with her and received her buy-in, but now - over a year later - she is again upset that I made plans for the trip without her acceptance. I'm beginning to get a little frustrated by this behavior."
92,160,"After getting the second dose of vaccination, EK had a tough time but felt better after taking two pills of Tylenol. SK heard EK had was sick during the night EK got the second dose. SK tries to chill EK out by making a joke that EK was pretending to be sick last night. EK got upset right after, telling SK that she genuinely was sick last night and still has a feeling at that moment."
129,161,"I was standing in the garage looking at my boyfriend (who is now my husband).  He was putting tools away on a new tool bench.  It was a warm day in summer and the garage was getting hot.  I was feeling happy watching him work. A nice day, middle of the week.  We had plans to go to the car races Friday night and I was looking forward to our date and had been for weeks.  As I was thinking this, he turned to me and said he was going out Friday night with his friend, Gene, to the car races and I could go too if I wanted.  I was stunned and immediately hurt and felt my face getting hot and my heart racing.  I reminded him that he had asked me to go with him to the races this Friday weeks ago on a date. "
17,162,This happens all to often... subject is upset because her domestic partner does very little to nothing to help around the house. This includes things like cutting the lawn or washing the vehicles every once in a while. 
140,163,"He says he is going out for some drinks with his female bestie from work. His wife strongly objects, saying that he has no right to take out some other girl on a date or whatever when she is present and available. They argue over it for a while before he finally surrenders and doesn't go on the date"
177,164,After engaging in an argue with my wife we had been upset to one another for a long period of time.  We had an argue about our relationship. And she took it to the next level. At the end she admitted her fault but that really made me sad.
169,165,We were in the car on the way to one of our houses. She just got out of work. She seemed down and gloomy and said we need to talk. I just remember trying to concentrate on the road while processing what she was describing what she wanted to do. That was take a break from dating when I go off to college; that it would be best for me to enjoy my college experience to the fullest but not have a relationship with someone at home. Every red light made it feel like the conversation dragged on forever. I just wanted to drop her off at home and curl up in my bed forever. 
173,166,"I was standing in my cabin doorway, my husband had been drinking. He had a history of breaking my phones when he's mad, so I refused to let him have my phone until he sobered up. Despite not usually being physical, when it comes to this, he will grab things from me and overpower me in that sense. He was standing in his blue checkered underwear, at the time, and it was pretty warm and humid out. As I stood on the steps, I think I was facing North. begging him to leave me alone, and go to bed, refusing to argue with him, he knew he had to try some other way to try to also make me angry. He grabbed my new phone from me, one he had bought, and walked down our rock path away from me towards our laundry room. He knew I'd try to grab it back, so he took one of the large rocks, and smashed it with it. I walked around him to the other side, knew it was finished and gave up on the situation. I walked back in the house, and knew we were going to have a serious conversation the next morning. "
24,167,"My brother had called me for my birthday from a different state and he had me on FaceTime. He was visiting one of my exes, and flashed the phone over to him where he said hi and wished me a happy birthday. My husband was driving my car and I was in the backseat. A couple of days later, my husband and I were outside on our front porch smoking a cigarette. It was a fairly nice fall day, and it was Sunday, so we were just relaxing before having to go back to work on Monday. He turned to me and asked if I had gotten to speak to everyone that I wanted to for my birthday. I said yeah, I guess, I had gotten to talk to pretty much all of my family, and several people that I did not really care to talk to. He said that I should be happy because I got to talk to my ex, and that he knew about it, because he was sitting right there. I told him that it was not my choice to speak to my ex, and that I already knew that he knew about it, because he was sitting right there. He accused me of wanting to talk to my ex, and I kept denying it. This went on for several days before he would actually sit down and talk to me about it, and I thought we were going to get divorced over the whole thing. Now, he and my brother hate each other. "
84,168,"There are two people standing in a kitchen -- a man and a woman. The woman is finishing making dinner, and she's busy, with her eye on multiple pots and pans. The man asks her a question about one of their children. The woman starts to answer, and after a minute the man interrupts her with a question about something else. She says she'll answer that question in a moment, but is still answering the first question. The woman resumes her comments, and the man interrupts again with another question -- this one about something else connected to the same child. The woman stops, pauses, and asks the man if he really wants the answers. If he does, she says, he's going to need to be patient because it's complicated. He says he doesn't have time for long answers and leaves the room. "
175,169,"We lived in MD. We were at her place and were figuring out where to live next. I had asked if we wanted to buy, and had put multiple offers, none that worked. I asked her if she would rather rent. She didn't think it was a good idea I had convinced her to buy, not rent. It made me appear waffling."
123,170,I had worked all week and ended up working from home all day on a Friday. I don't have that much to do because it is a new job so once I finished my work I played games and watched TV. My wife came home from her work where she is constantly busy and made several comments that upset me. She would passive aggressively make comments about how I barely work and how I just bummed all day. This upset me because I did the best I could and didn't have anything to do so it was unfair to be mad at me for
216,171,"I am looking at my wife of 36 years as she enters the house after coming home from work and I can tell immediately that she is not in a good mood. Since I am semi-retired I have spent the day doing our grocery shopping, cleaning the house and dealing with a (new) broken clothes dryer. I have been on the phone several times getting the appliance store to send someone over to fix it. Rather than say hello the first thing my wife asks me while using a derogatory tone is what I have been doing all day. I understand that it has been a trying day for her but I think to myself, ""really is that all you can say to me."" Although not really a big deal it is an action that can set back a relationship for a few minutes.  Just slight cuts that anyone who is married over the course of years faces but quickly recovers."
51,172,"Back in the day before we got married, my wife spent a lot of time cleaning the house. She took about 3 hours cleaning and put a lot of time into it. When she was making dinner, she opened a can of black beans and let some of the juice run out on the counter. As I got home I told her that she has to be careful, otherwise the juice would stain the counter. She got very upset and started yelling at me about it, then stormed out of the house. I felt so confused and I didn't know what to do, so I got really upset and was mad for the rest of the day. We never spoke about it since."
38,173,"I had a relationship with a girl before I got married. That girl cheated on me once. She flirted with some one an went his house. I saw it, but I did not tell her. Then after next day when she came home I asked her about last night. She was lying at that time and I feel so hurt. I broke up with her and moved on. "
50,174,Our daughter called me to talk about how her eye started twitching again like it did a few years ago and hadn't gone away in a few weeks.  I found my husband and put the phone on speaker so he could be included in the conversation.  Our daughter was wondering what doctor she should go see.  My husband said she should go see a primary care doctor.  I mentioned maybe she should see an allergist also since it could be allergy related.  My husband got frustrated and mad and used an angry tone and again repeated to see a primary care doctor.  I told him to stop using that tone immediately and asked why he was mad.  He got upset that I said that while our daughter was on the phone and embarrassed him.  
114,175,"I had a bit of a thing for this girl C for over a year back in school. I used to speak to her whenever I could. I'd help her with her English homework, sit next to her on the bus, etc. The typical teenage romance crap. C and I both had a liking for this local band who had made it relatively big, so for her birthday, I got two tickets to see them at a homecoming show as a way of asking her out. I put the tickets in her card and wrote some crap about looking forward to taking her. Her birthday comes around, I give her the card, watch her open it, get a hug and a massive thank you, etc., but that was about it. I didn't think too much of the lack of comments regarding the 'asking out' part. Concert day rolls around, I text her asking when she wants to get pick up. She doesn't understand what I mean and tells me she's already on her way there with *****. Turns out she went with another guy. They started dating for a year or two."
194,176,"We are in our home office where we both work on our computers. I'm standing near my desk, and my wife is sitting at hers. She's focused on an unexpected meeting that is about to end, and I'm trying to get her attention. Our son is playing in the next room, and it's just before Noon. I'm letting her know I made lunch for everyone and I want to be sure she takes a break to eat so she doesn't get too stuck in her work and forget. I have to leave for an appointment, and I'm letting her know everything is setup. She rudely snaps at me and tells me she doesn't need to know about all that because she's busy with work."
43,177,"He went downstairs to get something off of the computer, and he took a long time, and I had a sinking feeling that he was beginning to go through my files and/or conversations -- snooping around my computer. My feelings were justified as when he came upstairs he confronted me and told me this is what he had done, and he didn't like the conversation I had been having with one of my friends. My friend had been flirting with me, but it was very one sided; I was not interested in pursuing anything with him. This snooping made me upset and paranoid because I wasn't going to cheat. "
179,178,"It's clear that relationship conflict occurs because expectations aren't being met. ... A lot of couples see conflict as a time to bail either because they were already looking for a way out or because they freak out and feel threatened. When our ego feels threatened, it activates our flight-or-fight response. I can think myself being in the same position while arguing with my wife. "
32,179,"The scene was set on the afternoon of J's birthday where J and his wife K sat in the kitchen. While there were no set plans for the evening, K uttered to J, ""for your birthday, let's get steaks and have a nice home-made dinner at home tonight"". J said, ""because you never told me of any plans, I am going out to dinner with my friends."" K reported, ""that's not fair that you're going out with your friends when I had a plan for us to enjoy a nice, evening birthday dinner"". ""Well, then maybe you should've told me your plans before I made my own - I thought you didn't plan anything and I had to make my own birthday plans!"" K exited the room in tears."
67,180,"I told her to use my car yesterday because hers was a bit faulty but she went ahead to use her faulty car. When her car broke down, she left it in a parking lot, told me to go take care of it and took a bus"
58,181,"My boyfriend and I were at the store and I was looking for clothes. He really didn't want to be there. I saw clothes I liked but realized that they were too small and I could not fit into them.  I stated, I don't know anyone who is that small. He stated, my ex-wife was. At that instance, I was hurt and angry. I stated, lets go and we walked out the door. I think I may have told him that he is a jerk and stopped talking to him. He just looked at me because he only stated a fact. He did not realize how saying that hurt me which then made me feel silly and ashamed.  "
56,182,"My husband and I had plans one night when we weren't yet married and living together. He was at his cousin's house during the day but he was supposed to come over to my house that night for dinner and to watch a movie. Well he kept pushing the time back later and later. I ended up eating dinner alone just fuming over him not being on time and making our plans a priority. He ended up showing up to my house 2.5 hours late, not long before I planned on going to bed. I was extremely angry at him for not making it on time and not putting us first instead of a last minute hang out with his cousin that he could have done another time. "
159,183,I was upset that my spouse would violate our trust. We had agreed on us not spending for the month from that account. I was angry that she thought I wouldn't find out. We are very good together and always do and say what we are going to do. I had a talk with her and she agreed it was something that should have not happened. We kissed and made up. It was good moment in our marriage after we both understood that the little tings in life really matter. Trust is something that once violated is hard to get back. It sometimes takes awhile before one can trust again. We take this for granted sometimes.
95,184,"The event was my husband and I arguing over private personal hang ups that we both have. We were both very emotional and upset at more so ourselves that we felt we weren't good enough for each other. My eyes are on the verge of tears from being both sad and frustrated as we continue to discuss our problems together. His face hold a very sad expression too, though he isn't about to cry like I am. As we talk things out, we come to a mutual understanding and eventually we hug and both apologize and promise to do better for each other. He smiles at me as we hug and then proceed to talk about future things together."
4,185,"My then-boyfriend M was clearly having some internal struggles, but he refused to talk to me about what was going on with him. I tried to talk to him multiple times and he would just shut down, leaving to go for long walks alone instead. Eventually he told me he was ready to talk, and he let me know that he had come to the conclusion that we should break up. There was no discussion or explanation, other than him saying he was afraid to tie himself down to one person when he was only a senior in college. I was furious that he would rather ""have fun"" and sleep around than commit himself to me."
45,186,"I am holding my son in my arms. He's fretting and pulling at my shirt because he wants to be fed. My husband is standing in front of me, upset about something I've just said to him about money and the fact that he isn't bringing any in at the moment. I dismiss him with a, ""You can just go now."" and try to move around him, but instead, he raises his arms and pushes against me, causing me to trip and nearly fall while holding my son. I sit down hard in my rocking chair, then stand up, put my son in the crib beside me, where he starts to cry, and ask my husband if he meant to do that. "
118,187,"My wife did not want to make her family feel bad so we stayed on an air mattress on the floor of their home during a visit. I told  her lets rent a room. After a few days, my back was hurting and I could not make myself to spend another night on the air mattress. We had an argument and I slept another damn night on the air mattress. "
19,188,I remember that my wife threw something to me and it got me in the eye and her reaction was to laugh. 
158,189,"Husband asked me to button his pants. I pulled and pulled but could not get the hole anywhere near the button. I said that he must have gained weight as the pants were too small. That he could barely get the other pair button and they were a larger size. He lashed back saying, yeah, right, slim in a negative voice. I said ""Well, at least my clothes fit."" and I walked away until I could calm down as I had to go back and finish helping him dress as he had surgery and isn't supposed to use one arm. He later told our daughter that I didn't try very hard and I told her that I pulled as much as I could, the waist was just too small. "
166,190,My partner flirts' with a certain individual and this have made me feel extremely sad.
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
