"SubjectID","Text","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP","mem.age","CDI_coded","cond_p","Study_Code","mem_age","allWC"
20,"I am sitting in a graduation robe listening to different speakers as I look around at all the other graduates. When my name is called I walk up onto the stage and hear my family cheering for me. I look out . at the audience and smile as I walk off holding my diploma. I come back to my seat and wait patiently while everybody else's name is called since I am at the front of the alphabet. Finally, once we are announced graduates I throw my cap into the air and catch it. After the ceremony, I . find my entire family in the sea of people and . they all hug me and congratulate me.",75.25,29.92,99,58.97,12.67,15.79,87.72,58.77,20.18,17.54,15.79,0.88,0,0,0.88,2.63,7.89,17.54,4.39,3.51,8.77,0,15.79,3.51,3.51,0.88,0.88,2.63,1.75,1.75,0,0,0,0,11.4,1.75,0,0,0,7.02,0.88,0.88,0,0,3.51,1.75,4.39,1.75,2.63,0,0,0,0,0,0,4.39,3.51,0,0.88,0,0,1.75,12.28,0,23.68,4.39,13.16,7.02,3.51,1.75,1.75,0,0,0,0,0,0,0,0,0,10.53,7.89,1.75,0,0,0,0,0,0,0.88,0,0,38,18.59,-1,"FutureGrad",NA,117
21,"Me sitting down with all of the fellow graduates. I am ready to get my degree. It is crowded.",86.88,29.92,81.22,97.58,6.33,15.79,94.74,57.89,21.05,15.79,15.79,0,0,0,0,5.26,5.26,21.05,10.53,0,0,0,21.05,0,0,0,0,5.26,5.26,5.26,0,0,0,0,10.53,0,5.26,0,5.26,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,10.53,0,0,5.26,5.26,0,0,15.79,0,10.53,0,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,15.79,15.79,0,0,0,0,0,0,0,0,0,0,26,24.73,-1,"FutureGrad",NA,19
22,"I'm sitting on the field in the Shoe in a black folding chair. I'm in a row at about half field looking up at a stage thats in one of the end zones. I am one of thousands of my classmates sitting in rows with an aisle down the middle of the field. The aisle has a red carpet down it that leads up to the stage. We are all wearing black gowns and the midday sun is shining down on us. 
Looking around I can see that the stands are full of people here to watch us receive our diplomas. There's a long line leading up to the stage as people file forward to receive their diploma. Most people look really excited to graduate but also concentrated on not making a fool of themselves once they reach the stage. Many celebrate after they exit the stage as they have reached the end of their degree.",97.95,79.76,83.83,25.77,17.33,13.46,85.26,55.77,12.18,9.62,3.21,2.56,0,0,3.85,2.56,12.82,21.79,7.05,3.85,3.21,0.64,11.54,5.13,3.21,0,3.21,1.92,1.28,0.64,0.64,0,0,0,11.54,0,0.64,0,0,5.77,0.64,1.92,0,0.64,0.64,1.92,5.77,5.77,0,0,1.28,1.28,0,0,0,8.97,3.21,1.92,5.13,0.64,0,0,8.97,0,21.15,3.21,15.38,5.13,3.85,0.64,0.64,0,0,0,0,0,0,0,0,0,7.69,5.77,0,0,0,0,0,0,0,1.92,0,0,38,37.68,-1,"FutureGrad",NA,156
23,"i would have skipped the reception and went and had some margaritas",6.95,20.24,1.79,25.77,12,25,83.33,58.33,8.33,8.33,8.33,0,0,0,0,0,8.33,0,25,0,16.67,0,33.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,8.33,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,16.67,8.33,0,8.33,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-11.67,-1,"FutureGrad",NA,12
24,"I'm surrounded by a lot of people. I'm smiling a lot. I'm looking up into the crowd for my friends and family. I sit in my chair and anxiously listen as people talk. I start to get nervous as people start receive their degrees. I walk up onto the stage and shake someone's hand and am given my degree. I walk away really happy.",76.28,50,99,7.63,9.14,14.06,93.75,53.12,18.75,17.19,15.62,0,0,0,1.56,1.56,6.25,18.75,6.25,1.56,9.38,0,20.31,6.25,3.12,0,0,3.12,7.81,3.12,4.69,4.69,0,0,17.19,1.56,1.56,0,0,6.25,0,0,0,4.69,0,1.56,4.69,1.56,1.56,1.56,1.56,1.56,0,0,0,7.81,3.12,0,3.12,1.56,0,1.56,18.75,0,21.88,6.25,12.5,4.69,0,1.56,1.56,0,0,0,0,0,0,0,0,0,17.19,10.94,0,0,0,0,0,0,0,6.25,0,0,38,19.06,-1,"FutureGrad",NA,64
25,"I am very excited. In the shoe with thousands of people and the other graduates. I walk across the stage and am handed my diploma and a sense of overwhelming joy and a sense of accomplishment overtake me. My family is in the crowd cheering for me and I meet them afterwards to go out for a celebratory dinner",93.26,36.73,90.34,57.83,14.75,16.95,94.92,61.02,15.25,13.56,11.86,0,0,0,1.69,1.69,11.86,18.64,5.08,1.69,8.47,0,10.17,1.69,0,0,1.69,0,5.08,3.39,1.69,1.69,0,1.69,10.17,1.69,0,0,0,5.08,3.39,0,0,0,0,1.69,3.39,0,0,0,3.39,1.69,0,0,1.69,10.17,5.08,5.08,0,1.69,0,0,10.17,0,11.86,3.39,6.78,1.69,5.08,3.39,1.69,0,0,0,0,0,0,0,0,0,5.08,5.08,0,0,0,0,0,0,0,0,0,0,2,30.01,-1,"FutureGrad",NA,59
26,"I am picturing my friends and I all wearing our cap and gowns; I am anxious knowing I am about to graduate, but also very excited knowing all of my hard work payed off in the end. My family is there to support me.",21.87,12.79,96.4,68.66,22,20.45,93.18,59.09,20.45,20.45,18.18,2.27,0,0,0,0,2.27,13.64,9.09,9.09,9.09,0,18.18,6.82,0,0,0,4.55,6.82,4.55,2.27,2.27,0,0,6.82,2.27,2.27,0,0,11.36,4.55,0,0,0,4.55,2.27,2.27,0,0,2.27,2.27,2.27,0,0,0,11.36,6.82,2.27,0,2.27,0,0,13.64,0,6.82,0,4.55,2.27,6.82,2.27,2.27,2.27,0,0,0,0,0,0,0,0,9.09,4.55,2.27,0,2.27,0,0,0,0,0,0,0,38,-1.81,-1,"FutureGrad",NA,44
27,"I'm imagining myself at my OSU graduation. The year is 2023, which seems pretty fare away from now, so I'm surprised by how quickly the years flew by. I am sitting in a seat, wearing my cap and gown, surrounded by my peers and friends. I am nervous, mostly that I will trip when I walk the stage, but mainly just excited. This is a huge day for me. The ceremony takes FOREVER. OSU is a huge school, so there are a ton of people graduating with me today. 
Now I'm walking up to the stage where I see the President (I'm envisioning President Drake but I know he's retiring/resigning, so it will not be him in 2023). I feel a little anxious because this is a day that I will remember forever. It is the day that starts my transition into true adulthood and my career. I walk the stage, shake the hands of important people, and finally receive my diploma! I'm so excited.
After the ceremony, it is ridiculously crowded and busy. It's hard to find my family and friends in the crowd, but I eventually find them. They congratulate me and give me flowers. I cry a little bit.",29.3,16.22,99,25.77,12.69,18.23,90.15,57.64,20.69,15.76,13.79,0,0,0.99,0.99,4.93,8.87,8.87,9.85,6.9,8.37,0.49,18.23,4.43,0.49,1.97,0.99,0.99,5.91,2.96,2.96,1.48,0.49,0.99,6.4,0.49,0.99,0,0.99,9.36,3.45,0.99,0,1.97,1.48,1.97,1.97,0.49,0,1.48,0.99,0.99,0,0,0,5.91,1.48,0,2.96,1.48,0,0.99,15.27,1.97,18.72,3.94,6.9,8.87,4.43,0.49,0.49,0,0,0,0,0,0,0,0,0,18.72,7.39,5.91,0,0,0,0.49,0,0,3.45,0.99,0.49,38,1.44,-1,"FutureGrad",NA,202
28,"I see a ton of people all around me with different colored ropes for the respective schools and all of the banners saying the schools names on them. I see all of the family members sitting in the stands and a ton of smiling faces. I hear my name called and I walk up to get my diploma as everyone cheers for me. We all throw our caps in the air and hug each other and smile.",95.35,69.84,79.64,97.38,19.25,14.29,94.81,51.95,16.88,14.29,10.39,2.6,0,0,1.3,2.6,10.39,18.18,0,1.3,7.79,0,11.69,3.9,2.6,0,0,9.09,5.19,5.19,0,0,0,0,16.88,1.3,0,0,0,10.39,0,0,0,0,6.49,3.9,6.49,3.9,2.6,0,1.3,1.3,0,0,0,9.09,6.49,0,1.3,1.3,0,1.3,7.79,0,11.69,2.6,9.09,0,3.9,1.3,1.3,0,0,0,0,0,0,0,0,0,5.19,5.19,0,0,0,0,0,0,0,0,0,0,38,32.59,-1,"FutureGrad",NA,77
29,"I walked onto the field at the stadium and there are so many people in the crowd with balloons and flowers and cameras. I look around and see so many scarlet and grey colors. Most peoples caps are decorated, and as i roll my eyes up, i can see the tip of my cap top. There’s a big stage and tassels everywhere. I see my friend waving to me, so i go and give her a hug",39.5,34.83,79.64,49.97,15.4,11.69,84.42,55.84,14.29,14.29,12.99,0,0,1.3,0,0,7.79,11.69,5.19,9.09,15.58,0,14.29,6.49,3.9,0,0,3.9,1.3,1.3,0,0,0,0,9.09,0,1.3,1.3,0,2.6,0,0,0,1.3,1.3,0,9.09,9.09,0,0,1.3,1.3,0,0,0,6.49,2.6,1.3,3.9,0,0,1.3,12.99,0,14.29,3.9,10.39,0,0,1.3,0,0,0,0,0,0,0,0,0,0,10.39,5.19,3.9,0,0,0,0,0,0,1.3,0,0,38,5.33,-1,"FutureGrad",NA,77
30,"We are in a big stadium and all the parents are sitting in the bleachers. All the graduates are sitting in the stadium dressed in scarlett or grey graduation robes and everyone is excited to finally get their diplomas. The president is standing on the stage calling out the students' names to come up, shake hands and collect their diplomas.",96.79,87.83,65.14,25.77,20,33.33,85,51.67,6.67,5,0,1.67,0,0,3.33,1.67,13.33,15,8.33,1.67,6.67,0,15,5,0,0,0,3.33,3.33,1.67,1.67,1.67,0,0,11.67,1.67,0,0,0,6.67,0,0,0,1.67,5,1.67,3.33,1.67,0,1.67,1.67,1.67,0,0,0,13.33,3.33,0,6.67,3.33,0,0,11.67,0,21.67,3.33,16.67,1.67,10,0,0,0,0,0,0,0,0,0,0,0,8.33,5,1.67,0,0,0,0,0,0,1.67,0,0,2,34.99,-1,"FutureGrad",NA,60
31,"I imagine sitting among thousands of people in the shoe with hearing a lot of people in the crowd as they try to see their son or daughter. I picture trying to find out where my family is sitting, but I know I won't be able too spot them with so many people/ I see myself walking up and receieving my diploma and feeling a wave of emotions.",77.67,50,99,25.77,34,17.65,97.06,55.88,16.18,16.18,11.76,0,0,0,4.41,0,5.88,19.12,4.41,4.41,8.82,1.47,19.12,1.47,1.47,1.47,1.47,2.94,1.47,0,0,0,0,0,16.18,4.41,0,1.47,1.47,13.24,5.88,0,0,5.88,0,2.94,7.35,4.41,1.47,1.47,1.47,1.47,0,0,0,7.35,1.47,4.41,1.47,0,0,0,10.29,1.47,14.71,2.94,11.76,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,7.35,2.94,1.47,0,0,0,0,0,0,1.47,0,1.47,38,19.71,-1,"FutureGrad",NA,68
32,"I am sitting in the second row from the front because my last name starts with a ""B"". Since I am so short I am stuck looking at the person in front of me's head the whole time. I crane my head to see teachers and faculty on the front stage wearing robes and ropes that no ones knows the purpose of. I see a podium and a man standing there talking into the microphone.",95.4,29.68,94.62,25.77,18.75,13.33,86.67,52,10.67,9.33,9.33,0,0,0,0,1.33,13.33,14.67,4,2.67,6.67,1.33,16,1.33,0,0,1.33,1.33,0,0,0,0,0,0,5.33,0,0,0,1.33,5.33,1.33,4,0,0,0,0,4,4,0,0,4,4,0,0,0,2.67,0,1.33,1.33,0,0,1.33,9.33,0,20,0,14.67,5.33,2.67,0,0,0,0,0,1.33,0,1.33,0,0,0,9.33,5.33,0,0,0,0,0,0,2.67,1.33,0,0,38,32.67,-1,"FutureGrad",NA,75
35,"I'm in a gown, getting ready to receive my diploma, pretty happy. My parents and sister are watching from the stands, taking pictures. I see a couple of my friends near me and wave to them. The ceremony involves a lot of standing, so I have a couple conversations with those around me. I receive my diploma and move on with life.",84.99,37.35,90.96,96.14,12.4,20.97,93.55,56.45,19.35,17.74,16.13,0,0,0,1.61,1.61,9.68,17.74,4.84,3.23,6.45,0,12.9,1.61,0,0,0,4.84,4.84,4.84,0,0,0,0,12.9,3.23,1.61,1.61,0,3.23,0,0,0,3.23,0,0,4.84,4.84,0,0,1.61,0,1.61,0,0,9.68,6.45,0,0,3.23,0,0,8.06,0,12.9,6.45,6.45,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,16.13,8.06,6.45,0,0,0,0,0,0,1.61,0,0,26,23.55,-1,"FutureGrad",NA,62
36,"The event I am picturing is me walking up to the stage. There is a huge crowd of people that I am graduating with. I have a massive smile on my face because I am proud of my accomplishments. My family is in the crowd. This includes my brother, sister, mom, dad, mom, grandpa, grandma, etc.",68.29,63.97,89.63,87.2,11.2,17.86,94.64,57.14,19.64,16.07,16.07,0,0,0,0,3.57,8.93,12.5,12.5,1.79,1.79,0,14.29,1.79,0,0,0,0,3.57,3.57,0,0,0,0,19.64,14.29,0,7.14,5.36,1.79,0,1.79,0,0,0,0,0,0,0,0,1.79,1.79,0,0,0,14.29,5.36,3.57,5.36,0,0,0,14.29,0,12.5,1.79,8.93,1.79,3.57,1.79,1.79,0,0,0,0,0,0,0,0,0,21.43,8.93,12.5,0,0,0,0,0,0,0,0,0,38,15.71,-1,"FutureGrad",NA,56
37,"I envision myself wearing my graduation gown and my tassel. I see the crowd and hopefully my family cheering me on. I see all the other proud students as they have graduated with me. I am excited to be here at this moment and picture an amazing crowd. 

I can see all the smiles and OSU community as we are all one big family at graduation. I am cherishing this moment after all the hard work and years.",40.38,26.07,78.04,99,13,16.67,93.59,55.13,21.79,17.95,15.38,1.28,0,0,1.28,3.85,6.41,10.26,7.69,2.56,8.97,0,11.54,8.97,3.85,0,1.28,5.13,7.69,7.69,0,0,0,0,8.97,2.56,0,0,0,7.69,0,0,1.28,1.28,5.13,1.28,6.41,5.13,0,1.28,1.28,1.28,0,0,0,11.54,5.13,2.56,2.56,1.28,0,0,12.82,1.28,10.26,0,5.13,5.13,6.41,2.56,2.56,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,37,5.65,-1,"FutureGrad",NA,78
38,"I see myself in a crowd of black caps and gowns in the Ohio Stadium. I am full of excitement and gratitude for making it this far. I see many smiling faces, fellow students laughing and talking about memories from the years. I look up behind me and see thousands of family members taking pictures, pointing, waving, and moving around the rows. I see a stage with some faculty members, a podium, a screen, some plants, and OSU decor. I see the bobbing of the tassels of those in front of me. I turn around and see no other rows behind me since I am at the end of the alphabet. I see the banners of the colleges and the professors in their own caps and gowns. I see sunshine. As the ceremony begins, I watch as thousands walk across the stage one at a time, shake hands with the president of the university, receive their diploma, and file back to their seats with an even bigger smile.",96.99,33.83,80.64,79.89,16.8,16.07,85.71,52.38,13.1,10.71,8.93,0,0,0,1.79,2.38,11.9,18.45,1.19,2.98,7.14,0.6,10.71,2.98,1.79,0,1.79,1.79,4.17,3.57,0.6,0.6,0,0,5.95,0.6,0.6,0,0.6,3.57,0.6,1.19,0,1.19,0,0.6,9.52,8.33,0.6,0.6,1.19,1.19,0,0,0,5.95,1.79,0,2.98,1.19,0,0,8.93,0,16.07,2.98,10.12,4.17,4.17,0.6,0.6,0,0,0,0,0,0,0,0,0,13.1,5.95,7.14,0,0,0,0,0,0,0,0,0,38,35.35,-1,"FutureGrad",NA,168
40,"I dress up with my friends and we take the photo together. My parents also attend and they take me the flower and give me a hug.",36.1,86.68,92.47,88.52,13.5,11.11,92.59,59.26,25.93,25.93,18.52,3.7,0,0,3.7,0,11.11,7.41,0,3.7,14.81,0,11.11,0,0,0,0,0,3.7,3.7,0,0,0,0,25.93,3.7,3.7,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,29.63,18.52,0,3.7,7.41,0,0,14.81,0,11.11,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0,26,4.08,-1,"FutureGrad",NA,27
41,"There is a very large crowd. I am sitting about dead center in the crowd by a pathway to the stage (in the center of the crowd), a little to the left. The stage is big and there is one person standing at a podium far away. The atmosphere is uplifting, there are a couple random hats in the air. Most people are sitting down, but there are a few random people walking.",98.83,70.83,79.89,25.77,14.6,9.59,89.04,56.16,1.37,1.37,1.37,0,0,0,0,0,19.18,15.07,10.96,8.22,2.74,0,16.44,9.59,1.37,0,1.37,4.11,0,0,0,0,0,0,8.22,0,0,0,0,5.48,0,0,0,4.11,0,1.37,0,0,0,0,0,0,0,0,0,4.11,0,0,4.11,0,0,1.37,10.96,0,23.29,1.37,21.92,0,0,0,0,0,0,1.37,0,0,0,0,0,0,13.7,6.85,4.11,0,0,0,0,0,0,0,2.74,0,14,40.96,-1,"FutureGrad",NA,73
42,"I see myself sitting in a crowd for a portion of it. Everyone else is dressed the same as me (cap and gown) I don't know how graduation at OSU works, but I assume names would be called, or if not called at least people would already be in a particular order in their seats. I see myself standing up, turning, walking to the edge of my row, turning again, walking towards the stage, turning, and walking onto the stage. I see people there shaking a long line of hands and handing out black portfolios, presumably with diplomas in them. I see myself looking into the crowd, and seeing thousands of people looking up at me, some looking down at their phones, some talking to each other. I then keep walking across the stage, down the opposite side from which I entered, and filing back into my row of seats. As i take my seat, the next row of students is already lined up ready to walk the same path i just did.

Unrelated, it's a sunny day, sometime in the late morning, not hot enough or cold enough to matter, in the Ohio Stadium with a stage about 5 feet tall and the width of the end zone. Folding chairs are placed out in rows with one center aisle and two aisles on either side. It is cramped and compact.",91.98,23.09,98.8,33.23,23.1,16.02,83.98,52.38,11.69,9.09,7.79,0,0,0,1.3,2.6,8.23,18.61,4.76,3.46,6.93,1.3,14.29,5.19,3.03,0.87,1.73,2.16,1.3,0.87,0.43,0.43,0,0,6.06,0,0,0,0,9.09,1.73,0.43,1.3,3.03,0.43,4.33,6.49,4.33,0.43,1.3,1.3,0.87,0.43,0,0,3.9,0,0.43,3.03,0.43,0,3.03,7.36,0.87,22.08,2.6,14.72,4.76,2.16,0,0,0.43,0,0,0,0,0,0,0,0,14.29,4.33,8.23,0,0,0,0,0,0,0.87,0.87,0,26,28.7,-1,"FutureGrad",NA,231
44,"I picture myself in my cap and gown waiting in the stands, surrounded by all my peers. I can see my family across the shoe waving. It's extremly hot and long - almost to the point of boring. Thankfully, i get to walk across the field and recieve my diploma, from my grandfather because he is a professor. it feels bittersweet.",78.3,15.86,93.3,25.77,12,18.33,86.67,55,20,16.67,15,0,0,1.67,0,3.33,8.33,15,5,1.67,6.67,0,11.67,3.33,0,0,0,1.67,5,1.67,1.67,0,0,0,5,3.33,0,0,3.33,6.67,1.67,1.67,0,1.67,1.67,0,8.33,3.33,0,3.33,1.67,1.67,0,0,0,5,1.67,0,1.67,1.67,0,0,11.67,0,15,1.67,11.67,1.67,3.33,1.67,1.67,0,0,0,0,0,0,0,0,0,16.67,8.33,5,0,0,0,0,1.67,0,1.67,0,0,14,19.99,-1,"FutureGrad",NA,61
45,"It’s a warm day and my friends and classmates are around me. I’m happy and a little sad at the same time. It’s on the football field and I get to see my family afterwards. I’m wearing my cap and gown and it’s black and I have chords for an honors diploma. I receive my diploma and get to celebrate and talk with my teachers. I congratulate my classmates and they do the same and we bring up some past memories from earlier years. It’s a good day, but it’s just the start.",28.19,33.35,96.96,83.22,13.29,15.05,94.62,56.99,21.51,16.13,13.98,1.08,0,0,1.08,5.38,8.6,9.68,10.75,2.15,12.9,0,17.2,6.45,3.23,0,0,1.08,5.38,4.3,1.08,0,0,1.08,9.68,1.08,3.23,0,0,3.23,1.08,0,0,1.08,0,1.08,3.23,2.15,0,1.08,1.08,1.08,0,0,0,10.75,4.3,2.15,3.23,3.23,0,2.15,17.2,0,16.13,2.15,5.38,9.68,5.38,3.23,1.08,0,0,0,0,0,0,0,0,0,16.13,7.53,1.08,0,0,0,0,0,0,7.53,0,0,37,0.97,-1,"FutureGrad",NA,93
47,"I am at my OSU graduation. There are rows of chairs filled with people in front of me. I am near the center aisle and I can see the stage up front. We are in the Schott since I can graduate in December. It is very loud while people are receiving their degrees. Rows in front of me keep standing up and finally my row stands. I walk and follow the people in front of me. I receive my degree and shake some person's hand. They are smiling at me and say congratulations. I say thanks and continue on. Next I have my picture taken of me holding my degree. Then I follow the line until I am back in my seat. I sit and wait until everyone is done. While waiting I look for my parents in the seats but I have no idea where they are until I receive a text from them telling me where they are. They wave, I wave.",36.97,27.11,99,36.5,10.93,11.59,88.41,62.8,22.56,21.34,17.07,0.61,0,0,3.66,1.22,4.27,15.24,9.76,3.66,8.54,0.61,17.07,0.61,0,1.22,0,0.61,1.83,1.22,0.61,0.61,0,0,11.59,0.61,0,0,0,3.05,0.61,0.61,0,0.61,0.61,0.61,4.27,1.83,1.83,0.61,0.61,0.61,0,0,0,3.05,1.22,0,1.22,0.61,0,1.22,16.46,0.61,27.44,5.49,14.02,10.37,1.22,0,0,0,0,0,0,0,0,0,0,0,10.37,9.15,0.61,0,0,0,0,0,0,0.61,0,0,33,4.38,-1,"FutureGrad",NA,164
48,"I am seated on an uneven fold-able chair on the field in the shoe. It is very crowded and I am incredibly bored. I can see the stands are all filled with people. I shift in my seat as I listen to a person I have never heard of talk about how I should live my life. I am feeling excited about leaving and getting started with my life.",52.71,19.58,84.71,25.77,14,10,87.14,58.57,17.14,15.71,15.71,0,0,0,0,1.43,7.14,15.71,11.43,7.14,5.71,1.43,21.43,2.86,1.43,1.43,0,1.43,2.86,1.43,1.43,0,0,0,8.57,0,0,0,0,7.14,1.43,1.43,1.43,0,2.86,0,5.71,1.43,2.86,1.43,5.71,1.43,4.29,0,0,4.29,0,1.43,0,2.86,0,2.86,15.71,0,11.43,1.43,7.14,2.86,0,0,0,0,0,0,0,0,0,0,0,0,8.57,7.14,0,0,0,0,0,1.43,0,0,0,0,38,10,-1,"FutureGrad",NA,69
49,"I see a big stage and I am walking up the stage to receive my diploma. When I get up the stage, I see the audience all cheering for me, but I am not really paying attention to them. I am looking out for my family and friends. They are waving and taking pictures of me, and they all look very happy. When I go up the stage to receive my diploma, President Drake smiles and shakes my hand. The lights that shine on me are very bright, and it is difficult to see people in the audience. I have to really focus in order to make out my family and friends. After I receive my diploma I walk down the steps from the stage and go back to my seat. The ceremony continues on for another hour and I become very stiff sitting in my chair and feel very hot in my gown and dress. When the ceremony is finally over, all the graduates including me toss our hats up in the air. I am feeling incredibly proud of making it through four years in college and also relief that I no longer have to sit through the crowded auditorium. I later meet up with my family and friends, and we celebrate the occasion by going out to eat and taking graduation pictures.",71.62,26.6,99,50.79,18.67,16.52,91.07,59.38,16.96,14.73,12.5,0.89,0,0,1.34,2.23,6.7,17.41,4.91,5.36,8.93,0.89,14.29,3.57,1.34,1.34,0.45,1.79,3.12,2.23,0.89,0.45,0,0,8.04,1.34,1.34,0,0,5.8,1.79,0.89,0,0,1.34,1.79,6.25,4.46,0,1.79,1.34,0.45,0.45,0,0.45,11.16,4.46,0.89,4.46,1.34,0.45,0,11.16,0.45,20.09,4.46,10.71,6.25,4.02,1.79,1.34,0.45,0,0,0,0,0,0,0,0,8.48,5.36,3.12,0,0,0,0,0,0,0,0,0,38,17.06,-1,"FutureGrad",NA,224
53,"From my perspective I see myself walking up to the stadium to accept my diploma and it is hot and sunny. I am slightly sweaty and uncomfortable but also filled with a lot of joy. I can see my roommates and my college friends come up to me and congratulate me and take pictures with me. Then I see my parents excited and tears in my mom's eyes as she gives me flowers. I take pictures with her and my dad and my brother and then we walk around and see how everyone around us is doing. Then, we drive somewhere to eat and I am sitting in the backseat of my car with flowers and chocolates in my hands.",22.2,30.86,98.52,57.28,20,18.33,95,63.33,24.17,21.67,17.5,2.5,0,1.67,0,1.67,2.5,15.83,5,4.17,16.67,0,15.83,2.5,0.83,0.83,0,0.83,5,3.33,1.67,0.83,0,0.83,10.83,3.33,1.67,2.5,1.67,5.83,1.67,0.83,0,1.67,0.83,0.83,8.33,6.67,0,1.67,4.17,2.5,0,0,1.67,10,5.83,0,1.67,2.5,0,0,12.5,2.5,15.83,4.17,9.17,2.5,1.67,0,0.83,0,0,0,0,0,0,0,0,0,6.67,5,0.83,0,0,0,0,0,0,0.83,0,0,38,-0.85,-1,"FutureGrad",NA,120
55,"I imagine myself sitting in the top tier of the schottenstein center overlooking a sea of robed peers and faculty members along with family and friends. I imagine looking down at my black with red stripes robe and seeing the scarlet and gray tassel hang in front of my eyes. I imagine the pride I would feel alongside my peers at finally achieving my goal. I imagine thinking back on all the sleepless nights and countless hours in Thompson. I imagine being lined up to walk across the stage and shake the president's hand while receiving my diploma. I imagine the moment they call my whole name, with the tag ""honors distinction"" that I'd worked so hard to earn.",90.58,22.48,99,40.93,19.83,21.85,85.71,47.9,14.29,13.45,12.61,0,0,0,0.84,0.84,8.4,15.13,2.52,2.52,6.72,0,10.08,3.36,0.84,0,0,1.68,2.52,1.68,0.84,0.84,0,0,5.88,0.84,0.84,0,0,9.24,6.72,0,0.84,0,1.68,0.84,7.56,5.04,0,2.52,2.52,2.52,0,0,0,10.92,2.52,5.88,4.2,2.52,0,0.84,2.52,0,19.33,3.36,11.76,5.88,5.88,0.84,0.84,0,0,0,0,0,0,0,0,0,9.24,5.04,0.84,0,0,0,0,0,1.68,1.68,0,0,38,27.48,-1,"FutureGrad",NA,119
56,"I am sitting in a chair . I see a bunch of my fellow graduates around me in their black graduation gowns and their multiple colored cords.",74.94,35.01,94.81,25.77,13,19.23,88.46,53.85,23.08,23.08,15.38,0,0,0,7.69,0,7.69,15.38,3.85,3.85,3.85,0,11.54,0,0,0,0,7.69,0,0,0,0,0,0,11.54,0,3.85,0,3.85,0,0,0,0,0,0,0,11.54,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,15.38,0,15.38,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,25,18.44,-1,"FutureGrad",NA,27
57,"I’m sitting in a chair in the shott. There are people everywhere, and my family is in a far corner somewhere trying to get my attention. There is music playing and names being called. In in the back because my last name is Wiford. There is scarlet and grey everywhere.",35.9,57.92,99,63.69,10,16,92,62,10,8,8,0,0,0,0,0,8,12,14,14,8,0,24,4,0,0,0,0,2,2,0,0,0,0,10,2,0,0,0,12,2,2,0,4,4,0,4,2,2,0,0,0,0,0,0,6,2,2,0,2,0,2,14,0,26,0,24,4,0,6,2,0,0,0,0,0,0,0,0,0,14,10,2,0,0,0,0,0,0,2,0,0,37,6,-1,"FutureGrad",NA,50
58,"im standing up excited with emotion as I wait for them to clal my name, I feel tipsy from drinking with friends before it  and want the ceremoney to be over",95.77,37.35,78.86,83.22,31,19.35,87.1,61.29,19.35,16.13,12.9,0,0,0,3.23,3.23,3.23,32.26,6.45,0,6.45,0,16.13,9.68,6.45,0,0,0,6.45,3.23,0,0,0,0,9.68,0,3.23,0,0,6.45,3.23,0,3.23,0,0,0,3.23,0,0,3.23,3.23,0,0,0,3.23,12.9,3.23,0,6.45,3.23,0,0,16.13,0,12.9,0,6.45,6.45,0,3.23,0,0,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,4,33.23,-1,"FutureGrad",NA,31
